id,edad,comuna,estrato,genero,gpoblacional,nivel_educativo,e_ingresos,e_sustento,e_talento,e_problematica,e_pasion,e_investigativo,aprendizaje_activo,creatividad_originalidad,pensamiento_alto,resolucion_problemas,liderazgo,gestion_tiempo,inteligencia_emoc,diseno_tecnologico,destrezas_manuales,gestion_finanzas,pensamiento_analitico,habilidades_visuales,fort_habillidades,toma_decisiones,ano_inicio,prim_emprend,bien_servicio,desc_bien,desarrollo_empren,rol,ingresos_sostenimiento,personas_empren,remuneracion,legal_vigente,tendencia,financiamiento,abandono,motivo_a,formalizacion,innovacion,presentacion_inn,sostenibilidad_ambiental,herramientas_tecnol,tecnologia,redes_sociales,apoyo_institucional,articulacion,acercamiento,ecosistema_emprendedor
30,28,Comuna 11- Laureles Estadio,3,Mujer,Ninguno de los anteriores,Pregrado,4,2,6,7,7,5,6,6,6,7,7,6,5,0,6,6,6,7,"Gestion del tiempo y coordinacion, Inteligencia emocional, Gestion de las finanzas",Relativamente comodo,2010,"Si, es mi primer emprendimiento",Servicio,"Prestacion de servicios para musicos, renta de espacios, produccion de audio y video, gestion de eventos, gesrin cultural ",Produccion y comercializacion,Desarrollar soluciones tecnologicas de apoyo para potenciar otros emprendimientos,Son relativamente importantes en los ingresos del hogar,Mas de 5 personas,Si,Entre 1 y 2 SMMLV,La produccion es constante durante el ano,"Ahorros personales, Credito con entidades financieras, Apoyo de actores institucionales, Apoyo de familiares, amigos u otros., Becas y estimulos, ventas ",No,,"Registro unico Tributario (RUT), Numero de Identificacion Tributaria (NIT), Matricula de Industria y Comercio, Registro Mercantil, Informar a la oficina de planeacion municipal sobre el inicio de actividades",Si,"Las caracteristicas del bien/servicio que ofreces, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno)",No,Si,"Analisis de datos y toma de decisiones, Publicidad e interaccion con los consumidores a traves de redes sociales","Facebook, Instagram, Whatsapp, Youtube","Acompanamiento tecnico o asesoria, Formacion, Concurso, Financiacion",Si,"Formacion de red o equipo articulado, Intercambio de experiencias, Cooperacion",5
31,22,Comuna 9-Buenos Aires,3,Hombre,Ninguno de los anteriores,Secundaria,7,0,4,3,6,0,5,7,6,6,7,3,6,6,3,4,6,3,"Aprendizaje activo y estrategico, Liderazgo, Diseno tecnologico y programacion",Muy comodo,Sin dato,"Si, es mi primer emprendimiento",Bien,Relojeria y accesorios,Produccion y comercializacion,"Distribuir y llevar el producto al cliente para su consumo, Promocionar y publicitar el producto para fomentar su venta",No son una fuente determinante de los ingresos del hogar,1 a 3 personas,Si,Menos de 1 SMMLV,El bien/servicio posee un caracter personalizado y por tanto la cantidad producida obedece a la cantidad demandada,Intangibles,No,,Ninguno de los anteriores,Si,"Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",Si,Si,"Analisis de datos y toma de decisiones, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Formacion,Si,"Formacion de red o equipo articulado, Intercambio de experiencias",6
32,24,Comuna 8-Villa Hermosa,2,Hombre,Afrodescendiente,Pregrado en curso,5,4,5,4,6,6,7,6,6,7,6,5,6,6,5,4,4,5,"Gestion del tiempo y coordinacion, Gestion de las finanzas, Pensamiento analitico e innovacion",Poco comodo,2018,"Si, es mi primer emprendimiento",Ambos,"Ofrecemos servicios de diseno grafico publicitario y estampacion, tambien vendemos ropa con disenos exclusivos",Produccion y comercializacion,"Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final, Distribuir y llevar el producto al cliente para su consumo, Promocionar y publicitar el producto para fomentar su venta",No son una fuente determinante de los ingresos del hogar,1 a 3 personas,Si,Menos de 1 SMMLV,El bien/servicio posee un caracter personalizado y por tanto la cantidad producida obedece a la cantidad demandada,"Ahorros personales, Apoyo de actores institucionales",No,,Ninguno de los anteriores,Si,"Las caracteristicas del bien/servicio que ofreces, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno)",No lo se,No,,"Facebook, Twitter, Instagram, Whatsapp",Ninguna,No,,6
33,28,Comuna 16- Belen,3,Mujer,Ninguno de los anteriores,Secundaria,1,1,1,1,1,0,2,2,2,2,2,2,1,1,2,1,2,2,"Diseno tecnologico y programacion, Pensamiento analitico e innovacion, Habilidades visuales y discursivas",Relativamente comodo,2017,"Si, es mi primer emprendimiento",Bien,Accesorios hechos a mano,Produccion y comercializacion,"Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final, Distribuir y llevar el producto al cliente para su consumo, Promocionar y publicitar el producto para fomentar su venta",Son relativamente importantes en los ingresos del hogar,No hay personas adicionales involucradas,No,Menos de 1 SMMLV,El bien/servicio posee un caracter personalizado y por tanto la cantidad producida obedece a la cantidad demandada,Ahorros familiares,Si,Razones personales,Matricula de Industria y Comercio,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido",No lo se,No,,"Facebook, Instagram, Whatsapp",Acompanamiento tecnico o asesoria,No,,4
34,28,Comuna 5- Castilla,3,Hombre,Ninguno de los anteriores,Tecnica,7,1,7,7,1,2,7,5,7,7,6,5,5,6,2,6,6,7,"Creatividad, originalidad e iniciativa, Gestion del tiempo y coordinacion, Gestion de las finanzas",Muy comodo,2018,"Si, es mi primer emprendimiento",Servicio,"Somos expertos en diseno de marca y estrategias de comunicacion, ayudamos a las empresas a encontrar y a conectar su emocion con las personas adecuadas. Damos solucion 360° optimizando los recursos de manera efectiva facilitando la labor de nuestros clientes. ",Produccion y comercializacion,"Promocionar y publicitar el producto para fomentar su venta, Desarrollar soluciones tecnologicas de apoyo para potenciar otros emprendimientos",Son la fuente mas importante de ingresos del hogar,1 a 3 personas,Si,Entre 3 y 4 SMMLV,La produccion es constante durante el ano,"Ahorros personales, Utilidades generadas ",No,,Registro unico Tributario (RUT),Si,"La forma en la que el bien/servicio es producido, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno)",Si,Si,"Analisis de datos y toma de decisiones, Publicidad e interaccion con los consumidores a traves de redes sociales","Facebook, Instagram, Whatsapp","Acompanamiento tecnico o asesoria, Formacion",Si,"Formacion de red o equipo articulado, Intercambio de experiencias, Cooperacion",5
35,25,Comuna 6- Doce de Octubre,1,Mujer,Ninguno de los anteriores,Posgrado,6,6,6,6,6,6,7,7,7,7,6,7,6,6,5,6,6,6,"Aprendizaje activo y estrategico, Diseno tecnologico y programacion, Gestion de las finanzas",Relativamente comodo,2020,"Si, es mi primer emprendimiento",Servicio,"Empresa dedicada a prestar servicios medio ambientales a pequenos productores del Oriente Antioqueno. (Permisos de vertimientos, concesiones de agua,, entre otros) ademas de la instalacion de pozos septicos.",Idea en estado avanzado,,,,,,,,,,,Si,"La forma en la que el bien/servicio es producido, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno)",Si,Si,"Analisis de datos y toma de decisiones, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Ninguna,No,,3
36,28,Comuna 2- Santa Cruz,2,Mujer,Ninguno de los anteriores,Tecnica en curso,1,1,1,0,1,0,2,2,1,2,2,2,2,0,2,0,1,0,"Creatividad, originalidad e iniciativa, Pensamiento critico, Destrezas manuales, resistencia y precision, Pensamiento analitico e innovacion",Relativamente comodo,2020,"Si, es mi primer emprendimiento",Servicio,Realizacion de regalos personalizados ,Idea en estado avanzado,,,,,,,,,,,Si,Las caracteristicas del bien/servicio que ofreces,Si,Si,Publicidad e interaccion con los consumidores a traves de redes sociales,Instagram,Ninguna,No,,1
37,28,Comuna 7-Robledo,2,Hombre,Ninguno de los anteriores,Tecnologia,1,1,1,1,1,0,1,2,2,2,2,2,2,2,2,2,2,2,Diseno tecnologico y programacion,Muy comodo,2019,"Si, es mi primer emprendimiento",Servicio,"Salud, actividad fisica para la sociedad",Idea,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",Si,Si,"Analisis de datos y toma de decisiones, Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales","Facebook, Instagram, Whatsapp",Formacion,Si,"Intercambio de experiencias, Cooperacion",5
38,26,Comuna 15-Guayabal,1,Mujer,Ninguno de los anteriores,Tecnica,4,7,7,7,6,4,5,4,5,5,7,7,3,0,4,0,2,0,"Liderazgo, Inteligencia emocional, Destrezas manuales, resistencia y precision",Relativamente comodo,2020,"Si, es mi primer emprendimiento",Ambos,Este servicio se presta a la comunidad  dado que no contamos con panaderias en el barrio o ningun tipo de comidas rapidas,Produccion y comercializacion,"Proveer materias primas e insumos a otros emprendimientos, Distribuir y llevar el producto al cliente para su consumo",Son la fuente mas importante de ingresos del hogar,1 a 3 personas,Si,Menos de 1 SMMLV,La cantidad obedece a los recursos disponibles para invertir en produccion,"Apoyo de familiares, amigos u otros.",Si,Problemas financieros,Ninguno de los anteriores,Si,"Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",Si,No,,Ninguna,Ninguna,No,,4
39,23,Comuna 10- La Candelaria,4,Mujer,Ninguno de los anteriores,Pregrado,7,6,7,5,7,1,5,7,6,6,5,6,5,3,7,5,6,7,"Creatividad, originalidad e iniciativa, Gestion del tiempo y coordinacion, Inteligencia emocional",Relativamente comodo,2018,"No, ya he emprendido antes",Bien,"Joyeria, Maquillaje, Productos varios, Productos comestibles, Tienda de regalos y fiestas ",Idea en estado avanzado,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, La forma en la que el bien/servicio es producido",Si,Si,"Analisis de datos y toma de decisiones, Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp","Acompanamiento tecnico o asesoria, Formacion, Ninguna",No,,6
40,18,Corregimiento San Antonio de Prado,2,Hombre,Ninguno de los anteriores,Secundaria en curso,7,4,7,0,7,0,6,7,4,4,7,3,7,5,5,6,6,5,"Creatividad, originalidad e iniciativa, Pensamiento critico, Resolucion de problemas, Liderazgo, Gestion de las finanzas, Pensamiento analitico e innovacion",Muy comodo,2020,"Si, es mi primer emprendimiento",Bien,Cosmeticos ,Produccion y comercializacion,"Distribuir y llevar el producto al cliente para su consumo, Promocionar y publicitar el producto para fomentar su venta",No son una fuente determinante de los ingresos del hogar,1 a 3 personas,Si,Menos de 1 SMMLV,La produccion es constante durante el ano,"Ahorros personales, Apoyo de familiares, amigos u otros.",No,,Ninguno de los anteriores,No,,No,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea, Otro","Facebook, Instagram, Whatsapp",Ninguna,Si,Cooperacion,2
41,27,Comuna 16- Belen,3,Mujer,Ninguno de los anteriores,Tecnica,7,7,7,5,7,0,7,7,6,6,7,7,5,7,6,6,5,5,"Pensamiento critico, Resolucion de problemas, Destrezas manuales, resistencia y precision",Relativamente comodo,2019,"Si, es mi primer emprendimiento",Ambos,Poder servirle a las personas de manera virtual sin que tengan que salir de la casa. ,Produccion y comercializacion,"Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final, Distribuir y llevar el producto al cliente para su consumo, Promocionar y publicitar el producto para fomentar su venta, Desarrollar soluciones tecnologicas de apoyo para potenciar otros emprendimientos",No son una fuente determinante de los ingresos del hogar,1 a 3 personas,Si,Menos de 1 SMMLV,La cantidad obedece a los recursos disponibles para invertir en produccion,Ahorros personales,Si,Problemas financieros,Ninguno de los anteriores,Si,"Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",No lo se,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Instagram, Whatsapp",Ninguna,No,,5
42,25,Comuna 10- La Candelaria,3,Mujer,Ninguno de los anteriores,Pregrado,6,3,6,5,6,0,6,6,7,6,6,6,6,1,3,4,4,4,"Gestion de las finanzas, Pensamiento analitico e innovacion, Habilidades visuales y discursivas",Poco comodo,Sin dato,"Si, es mi primer emprendimiento",Bien,Ropa,Produccion y comercializacion,"Realizar el proceso de produccion, es decir, comprar insumos y transformarlos en el bien final, Distribuir y llevar el producto al cliente para su consumo, Promocionar y publicitar el producto para fomentar su venta",No son una fuente determinante de los ingresos del hogar,Mas de 5 personas,Algunas de ellas reciben remuneracion,Entre 1 y 2 SMMLV,La produccion es constante durante el ano,"Ahorros personales, Apoyo de familiares, amigos u otros.",No,,Ninguno de los anteriores,Si,Las caracteristicas del bien/servicio que ofreces,No lo se,Si,"Proceso de produccion, Publicidad e interaccion con los consumidores a traves de redes sociales","Instagram, Whatsapp",Ninguna,Si,Cooperacion,5
43,27,Comuna 8-Villa Hermosa,2,Hombre,Ninguno de los anteriores,Pregrado,7,5,5,1,1,6,6,6,6,6,1,6,5,0,7,2,6,7,"Creatividad, originalidad e iniciativa, Gestion del tiempo y coordinacion, Gestion de las finanzas",Relativamente comodo,2020,"No, ya he emprendido antes",Bien,Joyeria de diseno de bajo costo ,Idea en estado avanzado,,,,,,,,,,,No,,Si,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp, Linkenid ",Ninguna,No,,1
44,20,Comuna 14- El Poblado,6,Hombre,Ninguno de los anteriores,Pregrado en curso,5,1,3,0,6,0,6,5,7,7,7,5,5,6,5,6,5,5,Habilidades visuales y discursivas,Relativamente comodo,2019,"Si, es mi primer emprendimiento",Bien,Distribucion de figuras coleccionables,Produccion y comercializacion,"Distribuir y llevar el producto al cliente para su consumo, Promocionar y publicitar el producto para fomentar su venta",No son una fuente determinante de los ingresos del hogar,1 a 3 personas,Si,Entre 2 y 3 SMMLV,La produccion es constante durante el ano,Ahorros personales,No,,Ninguno de los anteriores,No,,No,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Ninguna,No,,6
45,27,Comuna 6- Doce de Octubre,1,Mujer,Ninguno de los anteriores,Tecnologia,3,4,7,7,7,0,6,6,5,7,7,7,6,4,5,4,5,5,"Pensamiento critico, Diseno tecnologico y programacion, Destrezas manuales, resistencia y precision, Gestion de las finanzas",Relativamente comodo,2020,"No, ya he emprendido antes",Bien,Productos elaborados artesanalmente para el cuidado de la piel (jabones),Idea en estado avanzado,,,,,,,,,,,Si,La forma en que el producto es elaborado ,Si,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp",Ninguna,No,,6
46,24,Comuna 1-Popular,1,Mujer,Victima del conflicto armado,Secundaria,7,7,7,7,7,0,7,7,7,6,5,5,5,5,6,6,7,6,"Liderazgo, Inteligencia emocional, Gestion de las finanzas",Relativamente comodo,2016,"No, ya he emprendido antes",Ambos,"Comercio de ropa usada, ruta de recoleccion de ropa por la ciudad. Trueques ecologicos y compra venta de ropa usada.",Idea en estado avanzado,,,,,,,,,,,Si,"Las caracteristicas del bien/servicio que ofreces, Las caracteristicas de la organizacion (las personas, las relaciones y el entorno), La forma en que el bien/servicio es promocionado y vendido",Si,Si,"Publicidad e interaccion con los consumidores a traves de redes sociales, Ventas en linea","Facebook, Instagram, Whatsapp","Acompanamiento tecnico o asesoria, Formacion, Concurso, Financiacion",Si,Intercambio de experiencias,3
47,27,Comuna 15-Guayabal,3,Mujer,Ninguno de los anteriores,Tecnica,7,6,7,5,7,6,6,6,7,7,7,6,6,6,7,5,6,7,"Creatividad, originalidad e iniciativa, Diseno tecnologico y programacion, Gestion de las finanzas",Relativamente comodo,2020,"No, ya he emprendido antes",Ambos,Venta de ropa deportiva acomodandonos a diferentes tallas ,Produccion y comercializacion,"Distribuir y llevar el producto al cliente para su consumo, Promocionar y publicitar el producto para fomentar su venta",No son una fuente determinante de los ingresos del hogar,1 a 3 personas,Si,Entre 1 y 2 SMMLV,El bien/servicio posee un caracter personalizado y por tanto la cantidad producida obedece a la cantidad demandada,Ahorros personales,No,,Ninguno de los anteriores,Si,No lo se,No,Si,Publicidad e interaccion con los consumidores a traves de redes sociales,"Instagram, Whatsapp",Ninguna,No,,6
